ABICode,ProductClass,Manufacturer,Model,Trim,FullDescription,EngineCapacity,EngineSize,StartYear,EndYear,NumberOfDoors,BodyShape,FuelType,Transmission,LiabilityCategory,LCVBody,GrossWeight,MaxValue,SecurityDeviceCategory,GreyImport,LiabilitySubCategory,Status,EffectiveDate,BodyStyle,EngineDescription,ShortDescription,SequenceNumber
80010000,BI,Ajs,14 Csr,Unknown,Ajs                 14 Csr                                   Unknown                        248CC Petrol,248CC,248,1962,1967,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,248CC Petrol,Ajs                 14 Csr,0
80010001,BI,Ajs,16 Ms,Unknown,Ajs                 16 Ms                                    Unknown                        347CC Petrol,347CC,347,1949,1959,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,347CC Petrol,Ajs                 16 Ms,0
80010002,BI,Ajs,18 S,Unknown,Ajs                 18 S                                     Unknown                        500CC Petrol,500CC,500,1945,1956,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,500CC Petrol,Ajs                 18 S,0
80010003,BI,Ajs,31,Unknown,Ajs                 31                                       Unknown                        646CC Petrol,646CC,646,1958,1967,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,646CC Petrol,Ajs                 31,0
80010004,BI,Ajs,31 Csr,Unknown,Ajs                 31 Csr                                   Unknown                        646CC Petrol,646CC,646,1958,1967,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,646CC Petrol,Ajs                 31 Csr,0
80010005,BI,Ajs,G3 Ls,Roadster,Ajs                 G3 Ls                                    Roadster                       347CC Petrol,347CC,347,1960,2002,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,347CC Petrol,Ajs                 G3 Ls,0
80010006,BI,Ajs,Model 20,Unknown,Ajs                 Model 20                                 Unknown                        500CC Petrol,500CC,500,1948,1962,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,500CC Petrol,Ajs                 Model 20,0
80010007,BI,Ajs,DD50E Regal  Raptor,Custom,Ajs                 DD50E Regal  Raptor                      Custom                         49CC Petrol,49CC,49,2003,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,49CC Petrol,Ajs                 DD50E Regal  Raptor,0
80010008,BI,Ajs,DD100E Regal Raptor,Custom,Ajs                 DD100E Regal Raptor                      Custom                         98CC Petrol,98CC,98,2003,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,98CC Petrol,Ajs                 DD100E Regal Raptor,0
80010009,BI,Ajs,125Y Tiger,Trail,Ajs                 125Y Tiger                               Trail                          124CC Petrol,124CC,124,2003,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,124CC Petrol,Ajs                 125Y Tiger,0
80010010,BI,Ajs,Puma JS250,Quad,Ajs                 Puma JS250                               Quad                           229CC Petrol,229CC,229,2003,2016,0,Quad,Petrol,Manual,0,,0,0,,N,,,NULL,Quad,229CC Petrol,Ajs                 Puma JS250,0
80010011,BI,Ajs,Lzx 125-18 Zip Star,Grey Import,Ajs                 Lzx 125-18 Zip Star                      Grey Import                    124CC Petrol,124CC,124,2003,2005,0,Grey Impor,Petrol,Manual,0,,0,0,,N,,,NULL,Grey Import,124CC Petrol,Ajs                 Lzx 125-18 Zip Star,0
80010012,BI,Ajs,Zs 200 Gy Zip Star,Grey Import,Ajs                 Zs 200 Gy Zip Star                       Grey Import                    198CC Petrol,198CC,198,2003,2005,0,Grey Impor,Petrol,Manual,0,,0,0,,N,,,NULL,Grey Import,198CC Petrol,Ajs                 Zs 200 Gy Zip Star,0
80010013,BI,Ajs,Zs 125 Gy Zip Star,Grey Import,Ajs                 Zs 125 Gy Zip Star                       Grey Import                    124CC Petrol,124CC,124,2003,2005,0,Grey Impor,Petrol,Manual,0,,0,0,,N,,,NULL,Grey Import,124CC Petrol,Ajs                 Zs 125 Gy Zip Star,0
80010015,BI,Ajs,Zs 125-47 Zip Star,Grey Import,Ajs                 Zs 125-47 Zip Star                       Grey Import                    124CC Petrol,124CC,124,2003,2005,0,Grey Impor,Petrol,Manual,0,,0,0,,N,,,NULL,Grey Import,124CC Petrol,Ajs                 Zs 125-47 Zip Star,0
80010016,BI,Ajs,Zs 110-9 Zip Star,Grey Import,Ajs                 Zs 110-9 Zip Star                        Grey Import                    109CC Petrol,109CC,109,2003,2005,0,Grey Impor,Petrol,Manual,0,,0,0,,N,,,NULL,Grey Import,109CC Petrol,Ajs                 Zs 110-9 Zip Star,0
80010017,BI,Ajs,Zs 50Q-3 Zip Star,Grey Import,Ajs                 Zs 50Q-3 Zip Star                        Grey Import                    49CC Petrol,49CC,49,2003,2005,0,Grey Impor,Petrol,Manual,0,,0,0,,N,,,NULL,Grey Import,49CC Petrol,Ajs                 Zs 50Q-3 Zip Star,0
80010018,BI,Ajs,Lzx 50Q-3 Zip Star,Grey Import,Ajs                 Lzx 50Q-3 Zip Star                       Grey Import                    49CC Petrol,49CC,49,2004,2005,0,Grey Impor,Petrol,Manual,0,,0,0,,N,,,NULL,Grey Import,49CC Petrol,Ajs                 Lzx 50Q-3 Zip Star,0
80010019,BI,Ajs,Lzx 125-38 Zip Star,Grey Import,Ajs                 Lzx 125-38 Zip Star                      Grey Import                    124CC Petrol,124CC,124,2004,2005,0,Grey Impor,Petrol,Manual,0,,0,0,,N,,,NULL,Grey Import,124CC Petrol,Ajs                 Lzx 125-38 Zip Star,0
80010020,BI,Ajs,Lzx 125GY-A Zip Star,Grey Import,Ajs                 Lzx 125GY-A Zip Star                     Grey Import                    124CC Petrol,124CC,124,2004,2005,0,Grey Impor,Petrol,Manual,0,,0,0,,N,,,NULL,Grey Import,124CC Petrol,Ajs                 Lzx 125GY-A Zip Star,0
80010021,BI,Ajs,Lzx 200GY-A Zip Star,Grey Import,Ajs                 Lzx 200GY-A Zip Star                     Grey Import                    198CC Petrol,198CC,198,2004,2005,0,Grey Impor,Petrol,Manual,0,,0,0,,N,,,NULL,Grey Import,198CC Petrol,Ajs                 Lzx 200GY-A Zip Star,0
80010022,BI,Ajs,DD125E Regal Raptor,Custom,Ajs                 DD125E Regal Raptor                      Custom                         125CC Petrol,125CC,125,2005,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,125CC Petrol,Ajs                 DD125E Regal Raptor,0
80010023,BI,Ajs,DD250E Regal Raptor,Custom,Ajs                 DD250E Regal Raptor                      Custom                         234CC Petrol,234CC,234,2005,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,234CC Petrol,Ajs                 DD250E Regal Raptor,0
80010024,BI,Ajs,CR3-125,Sports,Ajs                 CR3-125                                  Sports                         124CC Petrol,124CC,124,2005,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,124CC Petrol,Ajs                 CR3-125,0
80010025,BI,Ajs,DD250E-9B Regal Raptor,Custom,Ajs                 DD250E-9B Regal Raptor                   Custom                         234CC Petrol,234CC,234,2006,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,234CC Petrol,Ajs                 DD250E-9B Regal Raptor,0
80010026,BI,Ajs,Yx-r 125,Trail,Ajs                 Yx-r 125                                 Trail                          124CC Petrol,124CC,124,2006,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,124CC Petrol,Ajs                 Yx-r 125,0
80010027,BI,Ajs,DD125E-8 Regal Raptor,Custom,Ajs                 DD125E-8 Regal Raptor                    Custom                         124CC Petrol,124CC,124,2007,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,124CC Petrol,Ajs                 DD125E-8 Regal Raptor,0
80010028,BI,Ajs,DD125E-5 Eos 125,Custom,Ajs                 DD125E-5 Eos 125                         Custom                         124CC Petrol,124CC,124,2007,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,124CC Petrol,Ajs                 DD125E-5 Eos 125,0
80010029,BI,Ajs,JS125-E,Commuter,Ajs                 JS125-E                                  Commuter                       124CC Petrol,124CC,124,2007,2016,0,Commuter,Petrol,Manual,0,,0,0,,N,,,NULL,Commuter,124CC Petrol,Ajs                 JS125-E,0
80010030,BI,Ajs,DD250E-10 Eos 250,Custom,Ajs                 DD250E-10 Eos 250                        Custom                         234CC Petrol,234CC,234,2008,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,234CC Petrol,Ajs                 DD250E-10 Eos 250,0
80010031,BI,Ajs,Jsm Trail,Trail,Ajs                 Jsm Trail                                Trail                          124CC Petrol,124CC,124,2010,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,124CC Petrol,Ajs                 Jsm Trail,0
80010032,BI,Ajs,Jsm Motard,Trail,Ajs                 Jsm Motard                               Trail                          124CC Petrol,124CC,124,2010,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,124CC Petrol,Ajs                 Jsm Motard,0
80010033,BI,Ajs,Nac 12,Commuter,Ajs                 Nac 12                                   Commuter                       123CC Petrol,123CC,123,2009,2014,0,Commuter,Petrol,Manual,0,,0,0,,N,,,NULL,Commuter,123CC Petrol,Ajs                 Nac 12,0
80010034,BI,Ajs,Exactly 125,Scooter,Ajs                 Exactly 125                              Scooter                        125CC Petrol,125CC,125,2009,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,125CC Petrol,Ajs                 Exactly 125,0
80010035,BI,Ajs,Exactly 50,Scooter,Ajs                 Exactly 50                               Scooter                        50CC Petrol,50CC,50,2009,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,50CC Petrol,Ajs                 Exactly 50,0
80010036,BI,Ajs,DFE50QT-F Crazy,Scooter,Ajs                 DFE50QT-F Crazy                          Scooter                        49CC Petrol,49CC,49,2010,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Ajs                 DFE50QT-F Crazy,0
80010037,BI,Ajs,Bobber 125 DD125E-9,Custom,Ajs                 Bobber 125 DD125E-9                      Custom                         124CC Petrol,124CC,124,2010,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,124CC Petrol,Ajs                 Bobber 125 DD125E-9,0
80010038,BI,Ajs,Daytona 125 DD125E-5C,Custom,Ajs                 Daytona 125 DD125E-5C                    Custom                         124CC Petrol,124CC,124,2010,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,124CC Petrol,Ajs                 Daytona 125 DD125E-5C,0
80010039,BI,Ajs,Jsm Motard,Trail,Ajs                 Jsm Motard                               Trail                          49CC Petrol,49CC,49,2011,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,49CC Petrol,Ajs                 Jsm Motard,0
80010040,BI,Ajs,Dd 350E-6 Eos,Custom,Ajs                 Dd 350E-6 Eos                            Custom                         320CC Petrol,320CC,320,2011,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,320CC Petrol,Ajs                 Dd 350E-6 Eos,0
80010041,BI,Ajs,Dd 350E-9B Stellar,Custom,Ajs                 Dd 350E-9B Stellar                       Custom                         320CC Petrol,320CC,320,2011,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,320CC Petrol,Ajs                 Dd 350E-9B Stellar,0
80010042,BI,Ajs,Firefox,Scooter,Ajs                 Firefox                                  Scooter                        49CC Petrol,49CC,49,2011,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Ajs                 Firefox,0
80010043,BI,Ajs,Js 125-6C Eco Custom,Custom,Ajs                 Js 125-6C Eco Custom                     Custom                         124CC Petrol,124CC,124,2011,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,124CC Petrol,Ajs                 Js 125-6C Eco Custom,0
80010101,BI,Ajs,Digita,Scooter,Ajs                 Digita                                   Scooter                        49CC Petrol,49CC,49,2012,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Ajs                 Digita,0
80010102,BI,Ajs,Spt 350,Naked,Ajs                 Spt 350                                  Naked                          320CC Petrol,320CC,320,2012,2016,0,Naked,Petrol,Manual,0,,0,0,,N,,,NULL,Naked,320CC Petrol,Ajs                 Spt 350,0
80010103,BI,Ajs,Dd 350 Daytona,Custom,Ajs                 Dd 350 Daytona                           Custom                         320CC Petrol,320CC,320,2012,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,320CC Petrol,Ajs                 Dd 350 Daytona,0
80010104,BI,Ajs,Crazy Naked,Scooter,Ajs                 Crazy Naked                              Scooter                        49CC Petrol,49CC,49,2013,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Ajs                 Crazy Naked,0
80010105,BI,Ajs,Js 125 E2,Scooter,Ajs                 Js 125 E2                                Scooter                        124CC Petrol,124CC,124,2013,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,124CC Petrol,Ajs                 Js 125 E2,0
80010106,BI,Ajs,Modena 50,Moped,Ajs                 Modena 50                                Moped                          49CC Petrol,49CC,49,2014,2016,0,Moped,Petrol,Automatic,0,,0,0,,N,,,NULL,Moped,49CC Petrol,Ajs                 Modena 50,0
80010107,BI,Ajs,Modena 125,Scooter,Ajs                 Modena 125                               Scooter                        124CC Petrol,124CC,124,2014,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,124CC Petrol,Ajs                 Modena 125,0
80010108,BI,Ajs,R7 125,Sports,Ajs                 R7 125                                   Sports                         124CC Petrol,124CC,124,2014,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,124CC Petrol,Ajs                 R7 125,0
80010109,BI,Ajs,RR50,Moped,Ajs                 RR50                                     Moped                          49CC Petrol,49CC,49,2014,2016,0,Moped,Petrol,Manual,0,,0,0,,N,,,NULL,Moped,49CC Petrol,Ajs                 RR50,0
80010110,BI,Ajs,A9 Flight 125,Scooter,Ajs                 A9 Flight 125                            Scooter                        125CC Petrol,125CC,125,2014,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,125CC Petrol,Ajs                 A9 Flight 125,0
80010111,BI,Ajs,TN12,Roadster,Ajs                 TN12                                     Roadster                       124CC Petrol,124CC,124,2014,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,124CC Petrol,Ajs                 TN12,0
80010112,BI,Ajs,Nac 12,Naked,Ajs                 Nac 12                                   Naked                          123CC Petrol,123CC,123,2014,2016,0,Naked,Petrol,Manual,0,,0,0,,N,,,NULL,Naked,123CC Petrol,Ajs                 Nac 12,0
80010113,BI,Ajs,DD125E Mk Iii,Cruiser,Ajs                 DD125E Mk Iii                            Cruiser                        125CC Petrol,125CC,125,2011,2016,0,Cruiser,Petrol,Manual,0,,0,0,,N,,,NULL,Cruiser,125CC Petrol,Ajs                 DD125E Mk Iii,0
80010114,BI,Ajs,ECO2 125,Naked,Ajs                 ECO2 125                                 Naked                          124CC Petrol,124CC,124,2014,2016,0,Naked,Petrol,Manual,0,,0,0,,N,,,NULL,Naked,124CC Petrol,Ajs                 ECO2 125,0
80010115,BI,Ajs,Stormer,Trail,Ajs                 Stormer                                  Trail                          247CC Petrol,247CC,247,1968,1974,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,247CC Petrol,Ajs                 Stormer,0
80010116,BI,Ajs,Sorvio Zn 125 T-30A,Scooter,Ajs                 Sorvio Zn 125 T-30A                      Scooter                        124CC Petrol,124CC,124,2014,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,124CC Petrol,Ajs                 Sorvio Zn 125 T-30A,0
80010117,BI,Ajs,TN25,Roadster,Ajs                 TN25                                     Roadster                       223CC Petrol,223CC,223,2015,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,223CC Petrol,Ajs                 TN25,0
80010118,BI,Ajs,Eos 125,Custom,Ajs                 Eos 125                                  Custom                         125CC Petrol,125CC,125,2011,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,125CC Petrol,Ajs                 Eos 125,0
80010119,BI,Ajs,Eos 350,Custom,Ajs                 Eos 350                                  Custom                         320CC Petrol,320CC,320,2015,2016,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,320CC Petrol,Ajs                 Eos 350,0
80020000,BI,Ajw,Foxcub,Moped,Ajw                 Foxcub                                   Moped                          50CC Petrol,50CC,50,1976,1980,0,Moped,Petrol,Manual,0,,0,0,,N,,,NULL,Moped,50CC Petrol,Ajw                 Foxcub,0
80030000,BI,Ambassador,Electra,Unknown,Ambassador          Electra                                  Unknown                        250CC Petrol,250CC,250,1950,1964,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,250CC Petrol,Ambassador          Electra,0
80040000,BI,Aprilia,125 Rally,Trail/enduro,Aprilia             125 Rally                                Trail/enduro                   125CC Petrol,125CC,125,1989,1989,0,Trail/endu,Petrol,Manual,0,,0,0,,N,,,NULL,Trail/enduro,125CC Petrol,Aprilia             125 Rally,0
80040001,BI,Aprilia,125 Tuareg Wind,Trail/enduro,Aprilia             125 Tuareg Wind                          Trail/enduro                   125CC Petrol,125CC,125,1989,1991,0,Trail/endu,Petrol,Manual,0,,0,0,,N,,,NULL,Trail/enduro,125CC Petrol,Aprilia             125 Tuareg Wind,0
80040002,BI,Aprilia,AF1 125,Sports,Aprilia             AF1 125                                  Sports                         124CC Petrol,124CC,124,1988,1989,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,124CC Petrol,Aprilia             AF1 125,0
80040003,BI,Aprilia,AF1 Sports,Sports,Aprilia             AF1 Sports                               Sports                         50CC Petrol,50CC,50,1988,1993,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,50CC Petrol,Aprilia             AF1 Sports,0
80040004,BI,Aprilia,AF1 80,Sports,Aprilia             AF1 80                                   Sports                         72CC Petrol,72CC,72,1991,1992,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,72CC Petrol,Aprilia             AF1 80,0
80040005,BI,Aprilia,AF1 Europa,Sports,Aprilia             AF1 Europa                               Sports                         125CC Petrol,125CC,125,1991,1994,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,125CC Petrol,Aprilia             AF1 Europa,0
80040007,BI,Aprilia,AF1 Futura,Sports,Aprilia             AF1 Futura                               Sports                         125CC Petrol,125CC,125,1989,1993,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,125CC Petrol,Aprilia             AF1 Futura,0
80040009,BI,Aprilia,AF1 Replica,Sports,Aprilia             AF1 Replica                              Sports                         124CC Petrol,124CC,124,1988,1989,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,124CC Petrol,Aprilia             AF1 Replica,0
80040010,BI,Aprilia,AF1 Sintesi,Sports,Aprilia             AF1 Sintesi                              Sports                         125CC Petrol,125CC,125,1988,1989,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,125CC Petrol,Aprilia             AF1 Sintesi,0
80040011,BI,Aprilia,AF1 Sintesi Replica,Sports,Aprilia             AF1 Sintesi Replica                      Sports                         125CC Petrol,125CC,125,1988,1989,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,125CC Petrol,Aprilia             AF1 Sintesi Replica,0
80040012,BI,Aprilia,AF1 Sport Pro,Sports,Aprilia             AF1 Sport Pro                            Sports                         125CC Petrol,125CC,125,1992,1994,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,125CC Petrol,Aprilia             AF1 Sport Pro,0
80040014,BI,Aprilia,Amico,Scooter,Aprilia             Amico                                    Scooter                        49CC Petrol,49CC,49,1992,1994,0,Scooter,Petrol,Manual,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Amico,0
80040015,BI,Aprilia,Capo,Trials,Aprilia             Capo                                     Trials                         276CC Petrol,276CC,276,1992,2016,0,Trials,Petrol,Manual,0,,0,0,,N,,,NULL,Trials,276CC Petrol,Aprilia             Capo,0
80040016,BI,Aprilia,Climber,Trials,Aprilia             Climber                                  Trials                         240CC Petrol,240CC,240,1960,2000,0,Trials,Petrol,Manual,0,,0,0,,N,,,NULL,Trials,240CC Petrol,Aprilia             Climber,0
80040017,BI,Aprilia,Climber,Trials,Aprilia             Climber                                  Trials                         280CC Petrol,280CC,280,1989,2016,0,Trials,Petrol,Manual,0,,0,0,,N,,,NULL,Trials,280CC Petrol,Aprilia             Climber,0
80040018,BI,Aprilia,ETX6.35,Trail,Aprilia             ETX6.35                                  Trail                          350CC Petrol,350CC,350,1988,1988,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,350CC Petrol,Aprilia             ETX6.35,0
80040019,BI,Aprilia,Rs 50 Extrema,Sports,Aprilia             Rs 50 Extrema                            Sports                         50CC Petrol,50CC,50,1993,1996,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,50CC Petrol,Aprilia             Rs 50 Extrema,0
80040020,BI,Aprilia,Extrema AF1 80,Sports,Aprilia             Extrema AF1 80                           Sports                         72CC Petrol,72CC,72,1993,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,72CC Petrol,Aprilia             Extrema AF1 80,0
80040021,BI,Aprilia,Pegaso,Dual-purpose,Aprilia             Pegaso                                   Dual-purpose                   125CC Petrol,125CC,125,1992,1995,0,Dual-purpo,Petrol,Manual,0,,0,0,,N,,,NULL,Dual-purpose,125CC Petrol,Aprilia             Pegaso,0
80040023,BI,Aprilia,Pegaso 600,Dual-purpose,Aprilia             Pegaso 600                               Dual-purpose                   562CC Petrol,562CC,562,1992,1994,0,Dual-purpo,Petrol,Manual,0,,0,0,,N,,,NULL,Dual-purpose,562CC Petrol,Aprilia             Pegaso 600,0
80040024,BI,Aprilia,Pegaso 650,Dual-purpose,Aprilia             Pegaso 650                               Dual-purpose                   652CC Petrol,652CC,652,1993,2016,0,Dual-purpo,Petrol,Manual,0,,0,0,,N,,,NULL,Dual-purpose,652CC Petrol,Aprilia             Pegaso 650,0
80040025,BI,Aprilia,Red Rose Classic 50,Custom,Aprilia             Red Rose Classic 50                      Custom                         50CC Petrol,50CC,50,1993,1994,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,50CC Petrol,Aprilia             Red Rose Classic 50,0
80040026,BI,Aprilia,Red Rose,Custom,Aprilia             Red Rose                                 Custom                         125CC Petrol,125CC,125,1988,1995,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,125CC Petrol,Aprilia             Red Rose,0
80040028,BI,Aprilia,Rs 125 Extrema,Sports,Aprilia             Rs 125 Extrema                           Sports                         124CC Petrol,124CC,124,1993,1994,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,124CC Petrol,Aprilia             Rs 125 Extrema,0
80040029,BI,Aprilia,Rs 125R Extrema,Sports,Aprilia             Rs 125R Extrema                          Sports                         125CC Petrol,125CC,125,1994,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,125CC Petrol,Aprilia             Rs 125R Extrema,0
80040030,BI,Aprilia,Rs 250,Sports,Aprilia             Rs 250                                   Sports                         249CC Petrol,249CC,249,1994,2004,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,249CC Petrol,Aprilia             Rs 250,0
80040031,BI,Aprilia,Rx 125,Dual-purpose,Aprilia             Rx 125                                   Dual-purpose                   124CC Petrol,124CC,124,1994,1995,0,Dual-purpo,Petrol,Manual,0,,0,0,,N,,,NULL,Dual-purpose,124CC Petrol,Aprilia             Rx 125,0
80040032,BI,Aprilia,Scorpa,Trials,Aprilia             Scorpa                                   Trials                         249CC Petrol,249CC,249,1993,2016,0,Trials,Petrol,Manual,0,,0,0,,N,,,NULL,Trials,249CC Petrol,Aprilia             Scorpa,0
80040033,BI,Aprilia,Sr 50 Replica,Scooter,Aprilia             Sr 50 Replica                            Scooter                        49CC Petrol,49CC,49,1994,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Sr 50 Replica,0
80040034,BI,Aprilia,Tuareg 600,Trail,Aprilia             Tuareg 600                               Trail                          562CC Petrol,562CC,562,1988,1990,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,562CC Petrol,Aprilia             Tuareg 600,0
80040035,BI,Aprilia,Tuareg Trail,Trail,Aprilia             Tuareg Trail                             Trail                          350CC Petrol,350CC,350,1988,1990,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,350CC Petrol,Aprilia             Tuareg Trail,0
80040036,BI,Aprilia,Tuareg Wind,Trail,Aprilia             Tuareg Wind                              Trail                          562CC Petrol,562CC,562,1990,1993,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,562CC Petrol,Aprilia             Tuareg Wind,0
80040037,BI,Aprilia,Moto' 6.5,Roadster,Aprilia             Moto' 6.5                                Roadster                       649CC Petrol,649CC,649,1995,2002,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,649CC Petrol,Aprilia             Moto' 6.5,0
80040038,BI,Aprilia,Leonardo,Scooter,Aprilia             Leonardo                                 Scooter                        125CC Petrol,125CC,125,1996,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,125CC Petrol,Aprilia             Leonardo,0
80040039,BI,Aprilia,AF1 80 Sintesi,Sports,Aprilia             AF1 80 Sintesi                           Sports                         72CC Petrol,72CC,72,1992,1993,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,72CC Petrol,Aprilia             AF1 80 Sintesi,0
80040040,BI,Aprilia,Rs 125R Extrema (chesterfield),Sports,Aprilia             Rs 125R Extrema (chesterfield)           Sports                         124CC Petrol,124CC,124,1995,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,124CC Petrol,Aprilia             Rs 125R Extrema (chesterfield),0
80040041,BI,Aprilia,Rally 50 AC,Scooter,Aprilia             Rally 50 AC                              Scooter                        49CC Petrol,49CC,49,1995,2003,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Rally 50 AC,0
80040042,BI,Aprilia,Rs 250 Chesterfield,Sports,Aprilia             Rs 250 Chesterfield                      Sports                         249CC Petrol,249CC,249,1995,2004,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,249CC Petrol,Aprilia             Rs 250 Chesterfield,0
80040043,BI,Aprilia,Gulliver,Scooter,Aprilia             Gulliver                                 Scooter                        49CC Petrol,49CC,49,1997,1999,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Gulliver,0
80040044,BI,Aprilia,Sr 50 Liquide,Scooter,Aprilia             Sr 50 Liquide                            Scooter                        49CC Petrol,49CC,49,1995,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Sr 50 Liquide,0
80040045,BI,Aprilia,Rx 50,Trail,Aprilia             Rx 50                                    Trail                          49CC Petrol,49CC,49,1997,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,49CC Petrol,Aprilia             Rx 50,0
80040046,BI,Aprilia,Rally 50 Lc,Scooter,Aprilia             Rally 50 Lc                              Scooter                        49CC Petrol,49CC,49,1997,2000,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Rally 50 Lc,0
