ABICode,ProductClass,Manufacturer,Model,Trim,FullDescription,EngineCapacity,EngineSize,StartYear,EndYear,NumberOfDoors,BodyShape,FuelType,Transmission,LiabilityCategory,LCVBody,GrossWeight,MaxValue,SecurityDeviceCategory,GreyImport,LiabilitySubCategory,Status,EffectiveDate,BodyStyle,EngineDescription,ShortDescription,SequenceNumber
80120235,BI,BMW,S1000 Xr (160 Hp),Adventure,BMW                 S1000 Xr (160 Hp)                        Adventure                      999CC Petrol,999CC,999,2015,2016,0,Adventure,Petrol,Manual,0,,0,0,,N,,,NULL,Adventure,999CC Petrol,BMW                 S1000 Xr (160 Hp),0
80120236,BI,BMW,F 800 R (90 Hp),Roadster,BMW                 F 800 R (90 Hp)                          Roadster                       798CC Petrol,798CC,798,2015,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,798CC Petrol,BMW                 F 800 R (90 Hp),0
80120237,BI,BMW,F 800 R Sport (90 Hp),Roadster,BMW                 F 800 R Sport (90 Hp)                    Roadster                       798CC Petrol,798CC,798,2015,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,798CC Petrol,BMW                 F 800 R Sport (90 Hp),0
80120238,BI,BMW,R1200 R Sport (125 Hp),Roadster,BMW                 R1200 R Sport (125 Hp)                   Roadster                       1170CC Petrol,1170CC,1170,2015,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,1170CC Petrol,BMW                 R1200 R Sport (125 Hp),0
80120239,BI,BMW,R1200 R Exclusive (125 Hp),Roadster,BMW                 R1200 R Exclusive (125 Hp)               Roadster                       1170CC Petrol,1170CC,1170,2015,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,1170CC Petrol,BMW                 R1200 R Exclusive (125 Hp),0
80120240,BI,BMW,R1200 Rs (125 Hp),Sports,BMW                 R1200 Rs (125 Hp)                        Sports                         1170CC Petrol,1170CC,1170,2015,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,1170CC Petrol,BMW                 R1200 Rs (125 Hp),0
80120241,BI,BMW,R1200 Rs Sport (125 Hp),Sports,BMW                 R1200 Rs Sport (125 Hp)                  Sports                         1170CC Petrol,1170CC,1170,2015,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,1170CC Petrol,BMW                 R1200 Rs Sport (125 Hp),0
80120242,BI,BMW,R1200 Rs Sport Se (125 Hp),Sports,BMW                 R1200 Rs Sport Se (125 Hp)               Sports                         1170CC Petrol,1170CC,1170,2015,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,1170CC Petrol,BMW                 R1200 Rs Sport Se (125 Hp),0
80120243,BI,BMW,S1000 Xr Sport (160 Hp),Adventure,BMW                 S1000 Xr Sport (160 Hp)                  Adventure                      999CC Petrol,999CC,999,2015,2016,0,Adventure,Petrol,Manual,0,,0,0,,N,,,NULL,Adventure,999CC Petrol,BMW                 S1000 Xr Sport (160 Hp),0
80120244,BI,BMW,S1000 Xr Sport Se (160 Hp),Adventure,BMW                 S1000 Xr Sport Se (160 Hp)               Adventure                      999CC Petrol,999CC,999,2015,2016,0,Adventure,Petrol,Manual,0,,0,0,,N,,,NULL,Adventure,999CC Petrol,BMW                 S1000 Xr Sport Se (160 Hp),0
80120245,BI,BMW,S1000 Rr Sport (199 Hp),Sports,BMW                 S1000 Rr Sport (199 Hp)                  Sports                         999CC Petrol,999CC,999,2015,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,999CC Petrol,BMW                 S1000 Rr Sport (199 Hp),0
80120246,BI,BMW,G310 R,Roadster,BMW                 G310 R                                   Roadster                       313CC Petrol,313CC,313,2016,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,313CC Petrol,BMW                 G310 R,0
80120247,BI,BMW,C650 Sport,Scooter,BMW                 C650 Sport                               Scooter                        647CC Petrol,647CC,647,2015,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,647CC Petrol,BMW                 C650 Sport,0
80120248,BI,BMW,C650 Sport Highline,Scooter,BMW                 C650 Sport Highline                      Scooter                        647CC Petrol,647CC,647,2015,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,647CC Petrol,BMW                 C650 Sport Highline,0
80120249,BI,BMW,C650 Sport Highline Ls,Scooter,BMW                 C650 Sport Highline Ls                   Scooter                        647CC Petrol,647CC,647,2015,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,647CC Petrol,BMW                 C650 Sport Highline Ls,0
80120250,BI,BMW,C650 Gt Highline Ls,Scooter,BMW                 C650 Gt Highline Ls                      Scooter                        647CC Petrol,647CC,647,2015,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,647CC Petrol,BMW                 C650 Gt Highline Ls,0
80120251,BI,BMW,F 700 Gs,Adventure,BMW                 F 700 Gs                                 Adventure                      798CC Petrol,798CC,798,2016,2016,0,Adventure,Petrol,Manual,0,,0,0,,N,,,NULL,Adventure,798CC Petrol,BMW                 F 700 Gs,0
80120252,BI,BMW,F 700 Gs Rallye,Adventure,BMW                 F 700 Gs Rallye                          Adventure                      798CC Petrol,798CC,798,2016,2016,0,Adventure,Petrol,Manual,0,,0,0,,N,,,NULL,Adventure,798CC Petrol,BMW                 F 700 Gs Rallye,0
80120253,BI,BMW,F 700 Gs Rallye Ls,Adventure,BMW                 F 700 Gs Rallye Ls                       Adventure                      798CC Petrol,798CC,798,2016,2016,0,Adventure,Petrol,Manual,0,,0,0,,N,,,NULL,Adventure,798CC Petrol,BMW                 F 700 Gs Rallye Ls,0
80120254,BI,BMW,F 800 Gs Rallye,Adventure,BMW                 F 800 Gs Rallye                          Adventure                      798CC Petrol,798CC,798,2016,2016,0,Adventure,Petrol,Manual,0,,0,0,,N,,,NULL,Adventure,798CC Petrol,BMW                 F 800 Gs Rallye,0
80120255,BI,BMW,F 800 Gs Rallye Ls,Adventure,BMW                 F 800 Gs Rallye Ls                       Adventure                      798CC Petrol,798CC,798,2016,2016,0,Adventure,Petrol,Manual,0,,0,0,,N,,,NULL,Adventure,798CC Petrol,BMW                 F 800 Gs Rallye Ls,0
80120256,BI,BMW,F 800 Gs Blackline,Adventure,BMW                 F 800 Gs Blackline                       Adventure                      798CC Petrol,798CC,798,2016,2016,0,Adventure,Petrol,Manual,0,,0,0,,N,,,NULL,Adventure,798CC Petrol,BMW                 F 800 Gs Blackline,0
80120257,BI,BMW,F 800 Gs Blackline Ls,Adventure,BMW                 F 800 Gs Blackline Ls                    Adventure                      798CC Petrol,798CC,798,2016,2016,0,Adventure,Petrol,Manual,0,,0,0,,N,,,NULL,Adventure,798CC Petrol,BMW                 F 800 Gs Blackline Ls,0
80120258,BI,BMW,R Ninet Scrambler,Roadster,BMW                 R Ninet Scrambler                        Roadster                       1170CC Petrol,1170CC,1170,2016,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,1170CC Petrol,BMW                 R Ninet Scrambler,0
80120259,BI,BMW,R Ninet Sport,Roadster,BMW                 R Ninet Sport                            Roadster                       1170CC Petrol,1170CC,1170,2015,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,1170CC Petrol,BMW                 R Ninet Sport,0
80120260,BI,BMW,F 800 Gs (85),Adventure,BMW                 F 800 Gs (85)                            Adventure                      798CC Petrol,798CC,798,2013,2016,0,Adventure,Petrol,Manual,0,,0,0,,N,,,NULL,Adventure,798CC Petrol,BMW                 F 800 Gs (85),0
80130000,BI,Bsa,350 Trail,Unknown,Bsa                 350 Trail                                Unknown                        350CC Petrol,350CC,350,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,350CC Petrol,Bsa                 350 Trail,0
80130001,BI,Bsa,A10,Unknown,Bsa                 A10                                      Unknown                        646CC Petrol,646CC,646,1951,1970,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,646CC Petrol,Bsa                 A10,0
80130002,BI,Bsa,A10 Golden Flash,Unknown,Bsa                 A10 Golden Flash                         Unknown                        646CC Petrol,646CC,646,1951,1963,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,646CC Petrol,Bsa                 A10 Golden Flash,0
80130003,BI,Bsa,A10 Rgs,Unknown,Bsa                 A10 Rgs                                  Unknown                        654CC Petrol,654CC,654,1962,1964,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,654CC Petrol,Bsa                 A10 Rgs,0
80130004,BI,Bsa,A10 Super Rocket,Unknown,Bsa                 A10 Super Rocket                         Unknown                        646CC Petrol,646CC,646,1953,1963,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,646CC Petrol,Bsa                 A10 Super Rocket,0
80130005,BI,Bsa,A50 Royal Star,Unknown,Bsa                 A50 Royal Star                           Unknown                        499CC Petrol,499CC,499,1966,1970,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,499CC Petrol,Bsa                 A50 Royal Star,0
80130006,BI,Bsa,A65 Firebird,Unknown,Bsa                 A65 Firebird                             Unknown                        654CC Petrol,654CC,654,1970,1972,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,654CC Petrol,Bsa                 A65 Firebird,0
80130007,BI,Bsa,A65 Lightning,Unknown,Bsa                 A65 Lightning                            Unknown                        654CC Petrol,654CC,654,1967,1969,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,654CC Petrol,Bsa                 A65 Lightning,0
80130008,BI,Bsa,A65 Spitfire MK4,Unknown,Bsa                 A65 Spitfire MK4                         Unknown                        654CC Petrol,654CC,654,1967,1968,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,654CC Petrol,Bsa                 A65 Spitfire MK4,0
80130009,BI,Bsa,A65 Ss Spitfire MK2,Unknown,Bsa                 A65 Ss Spitfire MK2                      Unknown                        654CC Petrol,654CC,654,1965,1967,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,654CC Petrol,Bsa                 A65 Ss Spitfire MK2,0
80130010,BI,Bsa,A65 Star Twin,Unknown,Bsa                 A65 Star Twin                            Unknown                        654CC Petrol,654CC,654,1963,1970,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,654CC Petrol,Bsa                 A65 Star Twin,0
80130011,BI,Bsa,A65 Thunderbolt,Unknown,Bsa                 A65 Thunderbolt                          Unknown                        654CC Petrol,654CC,654,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,654CC Petrol,Bsa                 A65 Thunderbolt,0
80130012,BI,Bsa,A65,Unknown,Bsa                 A65                                      Unknown                        654CC Petrol,654CC,654,1963,1971,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,654CC Petrol,Bsa                 A65,0
80130013,BI,Bsa,A65T Thunderbolt,Unknown,Bsa                 A65T Thunderbolt                         Unknown                        654CC Petrol,654CC,654,1962,1973,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,654CC Petrol,Bsa                 A65T Thunderbolt,0
80130014,BI,Bsa,A7,Unknown,Bsa                 A7                                       Unknown                        499CC Petrol,499CC,499,1946,1961,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,499CC Petrol,Bsa                 A7,0
80130015,BI,Bsa,A75 Rocket 3,Unknown,Bsa                 A75 Rocket 3                             Unknown                        745CC Petrol,745CC,745,1969,1973,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,745CC Petrol,Bsa                 A75 Rocket 3,0
80130016,BI,Bsa,B21,Unknown,Bsa                 B21                                      Unknown                        247CC Petrol,247CC,247,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,247CC Petrol,Bsa                 B21,0
80130017,BI,Bsa,B25 S Goldstar,Unknown,Bsa                 B25 S Goldstar                           Unknown                        247CC Petrol,247CC,247,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,247CC Petrol,Bsa                 B25 S Goldstar,0
80130018,BI,Bsa,B25 Starfire,Unknown,Bsa                 B25 Starfire                             Unknown                        247CC Petrol,247CC,247,1968,1973,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,247CC Petrol,Bsa                 B25 Starfire,0
80130019,BI,Bsa,B25 T Victor Trail,Trail,Bsa                 B25 T Victor Trail                       Trail                          247CC Petrol,247CC,247,1960,2000,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,247CC Petrol,Bsa                 B25 T Victor Trail,0
80130020,BI,Bsa,B31,Unknown,Bsa                 B31                                      Unknown                        348CC Petrol,348CC,348,1945,1959,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,348CC Petrol,Bsa                 B31,0
80130021,BI,Bsa,B32 a,Unknown,Bsa                 B32 a                                    Unknown                        348CC Petrol,348CC,348,1949,1957,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,348CC Petrol,Bsa                 B32 a,0
80130022,BI,Bsa,B33,Unknown,Bsa                 B33                                      Unknown                        499CC Petrol,499CC,499,1954,1960,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,499CC Petrol,Bsa                 B33,0
80130023,BI,Bsa,B34 Goldstar,Roadster,Bsa                 B34 Goldstar                             Roadster                       499CC Petrol,499CC,499,1960,2000,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,499CC Petrol,Bsa                 B34 Goldstar,0
80130024,BI,Bsa,B40,Unknown,Bsa                 B40                                      Unknown                        343CC Petrol,343CC,343,1961,1965,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,343CC Petrol,Bsa                 B40,0
80130025,BI,Bsa,B44 Victor Special,Unknown,Bsa                 B44 Victor Special                       Unknown                        441CC Petrol,441CC,441,1965,1971,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,441CC Petrol,Bsa                 B44 Victor Special,0
80130026,BI,Bsa,B44SS Shooting Star,Unknown,Bsa                 B44SS Shooting Star                      Unknown                        441CC Petrol,441CC,441,1968,1971,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,441CC Petrol,Bsa                 B44SS Shooting Star,0
80130027,BI,Bsa,B50 Goldstar,Unknown,Bsa                 B50 Goldstar                             Unknown                        499CC Petrol,499CC,499,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,499CC Petrol,Bsa                 B50 Goldstar,0
80130028,BI,Bsa,B50 Ss,Unknown,Bsa                 B50 Ss                                   Unknown                        499CC Petrol,499CC,499,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,499CC Petrol,Bsa                 B50 Ss,0
80130029,BI,Bsa,B50 T Victor Trail,Trail,Bsa                 B50 T Victor Trail                       Trail                          499CC Petrol,499CC,499,1960,2000,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,499CC Petrol,Bsa                 B50 T Victor Trail,0
80130030,BI,Bsa,Bantam 150,Unknown,Bsa                 Bantam 150                               Unknown                        148CC Petrol,148CC,148,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,148CC Petrol,Bsa                 Bantam 150,0
80130031,BI,Bsa,Baracuda,Unknown,Bsa                 Baracuda                                 Unknown                        249CC Petrol,249CC,249,1966,1968,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,249CC Petrol,Bsa                 Baracuda,0
80130032,BI,Bsa,Beaver,Moped,Bsa                 Beaver                                   Moped                          49CC Petrol,49CC,49,1979,1984,0,Moped,Petrol,Manual,0,,0,0,,N,,,NULL,Moped,49CC Petrol,Bsa                 Beaver,0
80130033,BI,Bsa,Boxer,Moped,Bsa                 Boxer                                    Moped                          49CC Petrol,49CC,49,1979,1980,0,Moped,Petrol,Manual,0,,0,0,,N,,,NULL,Moped,49CC Petrol,Bsa                 Boxer,0
80130034,BI,Bsa,Brigand,Moped,Bsa                 Brigand                                  Moped                          49CC Petrol,49CC,49,1979,1984,0,Moped,Petrol,Manual,0,,0,0,,N,,,NULL,Moped,49CC Petrol,Bsa                 Brigand,0
80130035,BI,Bsa,Btx 125,Trail,Bsa                 Btx 125                                  Trail                          123CC Petrol,123CC,123,1987,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,123CC Petrol,Bsa                 Btx 125,0
80130036,BI,Bsa,Btx 175,Trail,Bsa                 Btx 175                                  Trail                          171CC Petrol,171CC,171,1987,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,171CC Petrol,Bsa                 Btx 175,0
80130037,BI,Bsa,C11,Unknown,Bsa                 C11                                      Unknown                        249CC Petrol,249CC,249,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,249CC Petrol,Bsa                 C11,0
80130038,BI,Bsa,C12,Unknown,Bsa                 C12                                      Unknown                        249CC Petrol,249CC,249,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,249CC Petrol,Bsa                 C12,0
80130039,BI,Bsa,C15,Unknown,Bsa                 C15                                      Unknown                        249CC Petrol,249CC,249,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,249CC Petrol,Bsa                 C15,0
80130040,BI,Bsa,D175 Bantam,Unknown,Bsa                 D175 Bantam                              Unknown                        173CC Petrol,173CC,173,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,173CC Petrol,Bsa                 D175 Bantam,0
80130041,BI,Bsa,Di Bantam 125,Unknown,Bsa                 Di Bantam 125                            Unknown                        123CC Petrol,123CC,123,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,123CC Petrol,Bsa                 Di Bantam 125,0
80130042,BI,Bsa,Easy Rider,Moped,Bsa                 Easy Rider                               Moped                          50CC Petrol,50CC,50,1980,1987,0,Moped,Petrol,Manual,0,,0,0,,N,,,NULL,Moped,50CC Petrol,Bsa                 Easy Rider,0
80130043,BI,Bsa,Gt 50,Sports,Bsa                 Gt 50                                    Sports                         50CC Petrol,50CC,50,1979,1987,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,50CC Petrol,Bsa                 Gt 50,0
80130044,BI,Bsa,M20,Unknown,Bsa                 M20                                      Unknown                        500CC Petrol,500CC,500,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,500CC Petrol,Bsa                 M20,0
80130045,BI,Bsa,Rob North Rocket 3,Unknown,Bsa                 Rob North Rocket 3                       Unknown                        830CC Petrol,830CC,830,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,830CC Petrol,Bsa                 Rob North Rocket 3,0
80130046,BI,Bsa,Tracker 125,Trail,Bsa                 Tracker 125                              Trail                          123CC Petrol,123CC,123,1979,1987,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,123CC Petrol,Bsa                 Tracker 125,0
80130047,BI,Bsa,Tracker 175,Trail,Bsa                 Tracker 175                              Trail                          171CC Petrol,171CC,171,1979,1987,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,171CC Petrol,Bsa                 Tracker 175,0
80130048,BI,Bsa,Wing Wheel,Unknown,Bsa                 Wing Wheel                               Unknown                        32CC Petrol,32CC,32,1960,2000,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,32CC Petrol,Bsa                 Wing Wheel,0
80130049,BI,Bsa,Gold Sr 400,Unknown,Bsa                 Gold Sr 400                              Unknown                        399CC Petrol,399CC,399,1998,2016,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,399CC Petrol,Bsa                 Gold Sr 400,0
80130050,BI,Bsa,Gold Sr 500,Unknown,Bsa                 Gold Sr 500                              Unknown                        499CC Petrol,499CC,499,1998,2016,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,499CC Petrol,Bsa                 Gold Sr 500,0
80130051,BI,Bsa,A65T,Unknown,Bsa                 A65T                                     Unknown                        654CC Petrol,654CC,654,1963,1971,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,654CC Petrol,Bsa                 A65T,0
80130101,BI,Bsa,500 Ss Goldstar,Roadster,Bsa                 500 Ss Goldstar                          Roadster                       499CC Petrol,499CC,499,1971,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,499CC Petrol,Bsa                 500 Ss Goldstar,0
80130102,BI,Bsa,B32 Goldstar,Roadster,Bsa                 B32 Goldstar                             Roadster                       496CC Petrol,496CC,496,1949,1956,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,496CC Petrol,Bsa                 B32 Goldstar,0
80140000,BI,Bultaco,Alpina,Unknown,Bultaco             Alpina                                   Unknown                        250CC Petrol,250CC,250,1960,1974,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,250CC Petrol,Bultaco             Alpina,0
80140001,BI,Bultaco,Frontera 250,Unknown,Bultaco             Frontera 250                             Unknown                        238CC Petrol,238CC,238,1979,1981,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,238CC Petrol,Bultaco             Frontera 250,0
80140002,BI,Bultaco,Frontera 370,Unknown,Bultaco             Frontera 370                             Unknown                        363CC Petrol,363CC,363,1979,1981,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,363CC Petrol,Bultaco             Frontera 370,0
80140003,BI,Bultaco,Matador,Unknown,Bultaco             Matador                                  Unknown                        326CC Petrol,326CC,326,1979,2016,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,326CC Petrol,Bultaco             Matador,0
80140004,BI,Bultaco,Matador Sd,Trials,Bultaco             Matador Sd                               Trials                         250CC Petrol,250CC,250,1960,1973,0,Trials,Petrol,Manual,0,,0,0,,N,,,NULL,Trials,250CC Petrol,Bultaco             Matador Sd,0
80140005,BI,Bultaco,Pursang,Trials,Bultaco             Pursang                                  Trials                         125CC Petrol,125CC,125,1960,1978,0,Trials,Petrol,Manual,0,,0,0,,N,,,NULL,Trials,125CC Petrol,Bultaco             Pursang,0
80140006,BI,Bultaco,Pursang,Unknown,Bultaco             Pursang                                  Unknown                        250CC Petrol,250CC,250,1960,1974,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,250CC Petrol,Bultaco             Pursang,0
80140007,BI,Bultaco,Pursang,Unknown,Bultaco             Pursang                                  Unknown                        326CC Petrol,326CC,326,1974,1975,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,326CC Petrol,Bultaco             Pursang,0
80140008,BI,Bultaco,Pursang,Unknown,Bultaco             Pursang                                  Unknown                        363CC Petrol,363CC,363,1975,1981,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,363CC Petrol,Bultaco             Pursang,0
80140009,BI,Bultaco,Sherpa,Trials,Bultaco             Sherpa                                   Trials                         326CC Petrol,326CC,326,1960,1982,0,Trials,Petrol,Manual,0,,0,0,,N,,,NULL,Trials,326CC Petrol,Bultaco             Sherpa,0
80140010,BI,Bultaco,Sherpa,Trials,Bultaco             Sherpa                                   Trials                         244CC Petrol,244CC,244,1960,1975,0,Trials,Petrol,Manual,0,,0,0,,N,,,NULL,Trials,244CC Petrol,Bultaco             Sherpa,0
80140011,BI,Bultaco,Sherpa 350,Trials,Bultaco             Sherpa 350                               Trials                         340CC Petrol,340CC,340,1982,2016,0,Trials,Petrol,Manual,0,,0,0,,N,,,NULL,Trials,340CC Petrol,Bultaco             Sherpa 350,0
80140012,BI,Bultaco,Sherco 250,On/off Road,Bultaco             Sherco 250                               On/off Road                    249CC Petrol,249CC,249,1999,2016,0,On/off Roa,Petrol,Manual,0,,0,0,,N,,,NULL,On/off Road,249CC Petrol,Bultaco             Sherco 250,0
80140013,BI,Bultaco,Sherco 125,On/off Road,Bultaco             Sherco 125                               On/off Road                    124CC Petrol,124CC,124,2000,2016,0,On/off Roa,Petrol,Manual,0,,0,0,,N,,,NULL,On/off Road,124CC Petrol,Bultaco             Sherco 125,0
80140014,BI,Bultaco,Sherco 200,On/off Road,Bultaco             Sherco 200                               On/off Road                    199CC Petrol,199CC,199,2000,2016,0,On/off Roa,Petrol,Manual,0,,0,0,,N,,,NULL,On/off Road,199CC Petrol,Bultaco             Sherco 200,0
80140015,BI,Bultaco,Sherco 290,On/off Road,Bultaco             Sherco 290                               On/off Road                    289CC Petrol,289CC,289,2000,2016,0,On/off Roa,Petrol,Manual,0,,0,0,,N,,,NULL,On/off Road,289CC Petrol,Bultaco             Sherco 290,0
80140016,BI,Bultaco,Astro,Enduro,Bultaco             Astro                                    Enduro                         49CC Petrol,49CC,49,2003,2016,0,Enduro,Petrol,Manual,0,,0,0,,N,,,NULL,Enduro,49CC Petrol,Bultaco             Astro,0
80150000,BI,Cagiva,125 Blues,Custom,Cagiva              125 Blues                                Custom                         124CC Petrol,124CC,124,1991,1993,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,124CC Petrol,Cagiva              125 Blues,0
80150002,BI,Cagiva,Mito 125,Sports,Cagiva              Mito 125                                 Sports                         124CC Petrol,124CC,124,1991,1992,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,124CC Petrol,Cagiva              Mito 125,0
80150004,BI,Cagiva,Mito 125 Ii Ff,Sports,Cagiva              Mito 125 Ii Ff                           Sports                         124CC Petrol,124CC,124,1992,1994,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,124CC Petrol,Cagiva              Mito 125 Ii Ff,0
80150005,BI,Cagiva,350 Alazzurra,Sports,Cagiva              350 Alazzurra                            Sports                         349CC Petrol,349CC,349,1985,1987,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,349CC Petrol,Cagiva              350 Alazzurra,0
80150006,BI,Cagiva,650 Alazzurra,Sports,Cagiva              650 Alazzurra                            Sports                         650CC Petrol,650CC,650,1985,1987,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,650CC Petrol,Cagiva              650 Alazzurra,0
80150007,BI,Cagiva,650 Alazzurra Gt,Sports,Cagiva              650 Alazzurra Gt                         Sports                         650CC Petrol,650CC,650,1986,1988,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,650CC Petrol,Cagiva              650 Alazzurra Gt,0
80150008,BI,Cagiva,650 Elefant,Trail,Cagiva              650 Elefant                              Trail                          650CC Petrol,650CC,650,1985,1987,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,650CC Petrol,Cagiva              650 Elefant,0
80150009,BI,Cagiva,750 Elefant,Trail,Cagiva              750 Elefant                              Trail                          748CC Petrol,748CC,748,1994,2000,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,748CC Petrol,Cagiva              750 Elefant,0
80150010,BI,Cagiva,750 Elefant,Trail,Cagiva              750 Elefant                              Trail                          748CC Petrol,748CC,748,1987,1988,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,748CC Petrol,Cagiva              750 Elefant,0
80150011,BI,Cagiva,900 Ie Elefant,Trail,Cagiva              900 Ie Elefant                           Trail                          904CC Petrol,904CC,904,1991,1993,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,904CC Petrol,Cagiva              900 Ie Elefant,0
